id,original_id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference_images,origin,category,usage_count,popularity,imported_at,created_at,updated_at
3ba83f02-6136-4aba-b47d-2e85f8ba4581,,Drill,A drill aesthetic style with distinctive visual and cultural characteristics,,,,,,,racaille,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
3bb10cda-9c3a-451c-a472-fcc2cba4f9f9,,Mobilecore,A mobilecore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
3bc71a46-eca6-465f-a7ea-ec68b63e5025,,Cinnamoroll Sanrio,A cinnamoroll sanrio aesthetic style with distinctive visual and cultural characteristics,,,,,,,cinnamon girl,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
3bfde318-041c-4bd2-bbe7-3cde39026143,554,Art in the Chapels,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Art in the Chapels aesthetic.",1990s,architecture,"nostalgic,bright,atmospheric","building designs,structural elements,interior spaces,architectural details","electric blue,hot pink,neon green,bright red","wistful,evocative,sentimental,atmospheric,nostalgic",,,/home/ubuntu/aesthetic_images/Art_in_the_Chapels/Art_in_the_Chapels_1.jpg; /home/ubuntu/aesthetic_images/Art_in_the_Chapels/Art_in_the_Chapels_2.jpg; /home/ubuntu/aesthetic_images/Art_in_the_Chapels/Art_in_the_Chapels_3.webp,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
3c276a01-d91b-4f05-934e-e6bd93944761,1151,Pearly,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Pearly aesthetic.",1980s,internet_culture,"urban,vibrant,edgy,atmospheric,vintage","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,city landscapes,street art,concrete structures","sage green,neon pink,asphalt black,concrete gray,electric blue,sepia","evocative,rebellious,atmospheric,energetic,immersive","Internetcore,Webcore,Cybercore,Glitchcore",,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3c2f512a-95f2-4677-b94b-edfcabe0a491,,Hello Kitty Orange,A hello kitty orange aesthetic style with distinctive visual and cultural characteristics,,,,,,,2 hello kitty,,,Japanese,Cute/Kawaii,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
3c47b323-0b15-4222-bdce-91d524868eee,,Cute But Will Fight You,A cute but will fight you aesthetic style with distinctive visual and cultural characteristics,,,,,,,twilightcore,,,Japanese,Cute/Kawaii,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
3c5cf8b9-41d8-423f-8e55-ff7053ee7e76,,velvia,A velvia aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
3c7affd1-2a9b-4d4d-9e17-37238cce90fb,657,Choni,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Choni aesthetic.",2020s,music,"modern,edgy,fantasy,vintage","album covers,concert visuals,music videos,band imagery,sound equipment,antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia","edgy,rebellious,bold",,,,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
3c8c4c8f-a3c7-4138-b986-7cd6c6c099c5,1125,Office Siren,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Office Siren aesthetic.",2000s,interior_design,"urban,bright,vibrant","city landscapes,street art,concrete structures,neon signs","hot pink,asphalt black,concrete gray,electric blue,bright red,brick red","energetic,vibrant,lively",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3ca032d7-dcdd-48c7-923b-5681f9c983bd,1495,Young Poland,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Young Poland aesthetic.",2010s,interior_design,"nostalgic,cute,digital,dark,minimalist","shadows,low lighting,dramatic contrasts,clean lines,simple forms,negative space,geometric shapes","charcoal,black,deep purple,dark gray","brooding,serene,wistful,sentimental,clean",,,,,,0,0.00,2025-09-12 22:17:43.971,2025-09-12 22:17:43.971,2025-09-12 22:17:43.971
3ca55889-4a80-4599-be23-d242908276c1,581,Basic Girl,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Basic Girl aesthetic.",pre-1900s,literary,"vibrant,natural,modern,rural","organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue","energetic,vibrant,lively",,,,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
3cafcbea-504d-445e-962f-0f0e6ae4e2c9,640,Casino,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Casino aesthetic.",pre-1900s,historical,"grungy,pastel,natural","soft colors,gentle gradients,light tones,organic forms,plant life,natural textures,earth tones","pastel pink,earth brown,sunset orange,pastel blue,lavender,forest green","grungy,authentic,raw",,,,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
3cb20412-f5bf-4211-b740-ec8698f672dd,901,Happy Rock,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Happy Rock aesthetic.",1940s,historical,"fantasy,digital",,,,,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3cbc3f86-f529-4ada-8db6-36a04d476697,644,Cayetana,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Cayetana aesthetic.",2000s,architecture,"urban,fantasy,elegant,atmospheric","building designs,structural elements,interior spaces,architectural details,city landscapes,street art,concrete structures,neon signs","hot pink,asphalt black,concrete gray,electric blue,brick red,lime green","sophisticated,evocative,atmospheric,immersive,refined",,,,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
3d065e4d-ce60-4e3d-a627-1429a1af6210,1176,Politicalwave,"A wave aesthetic movement characterized by political influences, featuring distinctive visual and musical elements.",1980s,literary,"cute,fantasy,bright,dark","shadows,low lighting,dramatic contrasts","charcoal,neon pink,hot pink,electric blue,bright red,dark gray","brooding,intense,endearing,charming,cute","Dreamwave,Vaporwave,Retrowave,Synthwave",,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3d4db74d-956b-442d-bcf6-b2a0259e1e69,,Kitchencore,A kitchencore aesthetic style,,,,,,,,,,Contemporary,Food/Culinary,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
3d5090a8-e9b8-427b-9f5e-3041e2a7b7f6,,md5 mismatch,A md5 mismatch aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
3d56978d-d95a-4753-b31f-8f1a8300353d,,Mistcore,A mistcore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
3d794232-7aa0-4c11-971b-04fb7fef8ae9,1447,Voidcore,"A core aesthetic centered around void themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1940s,music,"minimalist,modern,grungy,cute,futuristic","album covers,concert visuals,music videos,band imagery,sound equipment,clean lines,simple forms,negative space","electric blue,metallic silver,neon purple,white","serene,clean,progressive,endearing,minimalist","Softcore,Cottagecore,Fairycore,Darkcore",,/home/ubuntu/aesthetic_images/voidcore/voidcore_1.jpg; /home/ubuntu/aesthetic_images/voidcore/voidcore_2.jpg; /home/ubuntu/aesthetic_images/voidcore/voidcore_3.webp,,,0,0.00,2025-09-12 22:17:43.971,2025-09-12 22:17:43.971,2025-09-12 22:17:43.971
3d8986a6-b02c-4ebd-ba59-ed7f82e92fcb,1291,Silkpunk,"A punk-influenced aesthetic that combines silk elements with rebellious, alternative cultural themes and visual styles.",1960s,interior_design,"edgy,rural,futuristic,cute,minimalist","sleek designs,metallic surfaces,LED lighting,geometric shapes,clean lines,simple forms,negative space,geometric shapes","electric blue,metallic silver,neon purple,white","serene,clean,rebellious,progressive,endearing","Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/home/ubuntu/aesthetic_images/punk/punk_1.jpg;/home/ubuntu/aesthetic_images/punk/punk_2.jpg;/home/ubuntu/aesthetic_images/punk/punk_3.jpg,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3d8bbefc-a520-4be4-99a2-82336d7165eb,709,Cyberghetto,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Cyberghetto aesthetic.",1910s,literary,"digital,vintage,natural","antique objects,retro designs,aged textures,organic forms,plant life,natural textures,earth tones","sage green,earth brown,sunset orange,sepia,cream,sky blue",,,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3dc2a2e0-6b83-492d-b0c4-7db6505c4b04,,Grid,A grid aesthetic style with distinctive visual and cultural characteristics,,,,,,,grifes,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
3dc84433-b879-4dd9-9f33-8d9e04ca0353,840,Frutiger Eco,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Frutiger Eco aesthetic.",1970s,subculture,"retro,minimalist,natural","clean lines,simple forms,negative space,geometric shapes,organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue","clean,serene,minimalist",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3dd0c0e8-12d8-4094-a2e4-12c4f527a8a2,,randumb,A randumb aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
3de9ab4c-da32-4e47-948f-84eb4a27688a,,Bookcore,A bookcore aesthetic style,,,,,,,,,,Contemporary,Arts/Media,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
3e0c36e5-43fb-430f-a086-a484d77f306f,923,Hipness Purgatory,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Hipness Purgatory aesthetic.",1970s,internet_culture,"atmospheric,fantasy,dark","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,evocative,intense,atmospheric,immersive","Internetcore,Webcore,Cybercore,Glitchcore",,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3e28ea16-20c9-4632-b1e6-9fa4bcf43a2a,960,Japandi,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Japandi aesthetic.",pre-1900s,historical,"vintage,elegant,dark,cute,fantasy","antique objects,retro designs,aged textures,refined details,luxurious materials,sophisticated compositions,shadows,low lighting","charcoal,sage green,dark gray,sepia,black,cream","sophisticated,brooding,intense,endearing,charming",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3e3d0d77-b335-4ead-bb80-eba9b220078e,,Kawaii Soft Girl,A kawaii soft girl aesthetic style,,,,,,,,,,Contemporary,Cute/Kawaii,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
3e439569-7957-4def-a7ce-d6ee088d5547,,Healthycore,A healthycore aesthetic style,,,,,,,,,,Contemporary,Health/Wellness,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
3ed7577f-b126-49ce-8d78-8dd80dba3150,,Kitty,A kitty aesthetic style,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
3ed95f00-1509-4b0b-82f5-198a53e40c0c,929,Home 2K,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Home 2K aesthetic.",1970s,visual_art,"urban,cute,natural,edgy","city landscapes,street art,concrete structures,neon signs,organic forms,plant life,natural textures,earth tones","earth brown,sunset orange,asphalt black,concrete gray,brick red,forest green","rebellious,endearing,charming,cute,bold",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3ee4f0d6-a5eb-429f-b080-018d63ae9856,691,Cottagecore,"Cottagecore is an aesthetic movement that celebrates an idealized rural life, emphasizing traditional skills like baking, pottery, and gardening. It romanticizes agricultural living and self-sustainability in harmony with nature.",pre-1900s,historical,"grungy,minimalist,natural,vibrant,rural,cozy,vintage,nostalgic,romantic","Floral patterns,wicker baskets,garden imagery,baked goods,wildflowers,mushrooms,pastoral scenes","green,beige,cream,brown,soft yellow,sage","peaceful,nostalgic,whimsical,cozy,dreamy","Mori Kei,Romantic Academia,Soft Countriana,Grandmacore,Fairycore","Anne of Green Gables,Little House on the Prairie,Beatrix Potter illustrations,Studio Ghibli films",/home/ubuntu/aesthetic_images/cottagecore/cottagecore_1.jpg;/home/ubuntu/aesthetic_images/cottagecore/cottagecore_2.jpg;/home/ubuntu/aesthetic_images/cottagecore/cottagecore_3.jpg,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
3ef17333-6235-42d1-a7ab-de4cbffc1fce,1053,Miniature,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Miniature aesthetic.",1990s,visual_art,"minimalist,modern,natural,nostalgic,dark","clean lines,simple forms,negative space,geometric shapes,organic forms,plant life,natural textures,earth tones","charcoal,earth brown,sunset orange,dark gray,black,forest green","brooding,serene,wistful,sentimental,clean",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3f14d8ed-e0e7-47fb-bf2d-69ee59a5c962,1119,Nu-Punk,"A punk-influenced aesthetic that combines nu- elements with rebellious, alternative cultural themes and visual styles.",1950s,historical,"digital,bright,modern",,"mint green,hot pink,pink,electric blue,turquoise,bright red",,"Steampunk,Solarpunk,Cyberpunk,Dieselpunk",,/home/ubuntu/aesthetic_images/punk/punk_1.jpg;/home/ubuntu/aesthetic_images/punk/punk_2.jpg;/home/ubuntu/aesthetic_images/punk/punk_3.jpg,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3f2a4c45-5f6a-4483-939f-fcfacb0fe33b,,Medievalcore,A medievalcore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
3fe76d39-4769-4f83-91a8-81d5037d972a,1269,Scoutcore,"A core aesthetic centered around scout themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1970s,film,"dark,urban,natural,minimalist,elegant","cinematography,set designs,costume design,lighting,visual effects,shadows,low lighting,dramatic contrasts","charcoal,earth brown,sunset orange,asphalt black,concrete gray,dark gray","brooding,sophisticated,serene,clean,intense","Softcore,Cottagecore,Fairycore,Darkcore",,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
3fec8839-c3e0-45c4-b948-772865eb199b,,Dark Girl,A dark girl aesthetic style with distinctive visual and cultural characteristics,,,,,,,stargirl,,,Gothic,Dark/Gothic,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
40088b4c-9d22-4b04-9496-77dde1e3cbe5,,Kawaii Hot Pink,A kawaii hot pink aesthetic style,,,,,,,,,,Contemporary,Cute/Kawaii,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
4014d5d1-089a-4f6c-ab1a-e1b9fe32a32e,722,Dark Academia,"Dark Academia is an aesthetic that romanticizes classic literature, academia, and the pursuit of knowledge. It draws inspiration from European collegiate architecture, classical art, and scholarly activities, with a gothic, melancholic undertone.",1980s,visual_art,"urban,elegant,atmospheric,minimalist,vintage,scholarly,gothic,mysterious","Vintage books,gothic architecture,candlelight,tweed and wool fabrics,libraries,fountain pens,classical art","brown,black,deep green,burgundy,navy,cream","mysterious,melancholic,passionate,intellectual,romantic","Light Academia,Romantic Academia,Gothic,Victorian,Classical","The Secret History,Dead Poets Society,Harry Potter,The Picture of Dorian Gray",/home/ubuntu/aesthetic_images/dark_academia/dark_academia_1.jpg;/home/ubuntu/aesthetic_images/dark_academia/dark_academia_2.jpg;/home/ubuntu/aesthetic_images/dark_academia/dark_academia_3.jpg,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
405bb89b-330c-4c20-a5e7-f328c197f3c1,1252,Rustic,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Rustic aesthetic.",1900s,music,"natural,dark","album covers,concert visuals,music videos,band imagery,sound equipment,organic forms,plant life,natural textures","charcoal,earth brown,sunset orange,dark gray,black,forest green","brooding,intense,mysterious",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
40712dbc-c726-4546-b464-112ef2705a70,,Blackout,A blackout aesthetic style with distinctive visual and cultural characteristics,,,,,,,black metal,,,Visual,Color-themed,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
40af1e27-d32e-4323-be2d-547bc4bf14aa,675,Coastal Grandmother,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Coastal Grandmother aesthetic.",pre-1900s,fashion,"atmospheric,cute,digital,futuristic","clothing styles,accessories,textiles,patterns,silhouettes,sleek designs,metallic surfaces,LED lighting","electric blue,metallic silver,neon purple,white","evocative,progressive,endearing,charming,atmospheric",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
40df9441-3f2b-4151-a1f2-0d29c5c70c15,,Chicas Neko Anime,A chicas neko anime aesthetic style with distinctive visual and cultural characteristics,,,,,,,chicano lowrider,,,Asian,Pop Culture,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
41004bc9-ce3f-4d02-aeaa-f681acefe56e,,Autumn Dark Academia,A autumn dark academia aesthetic style - seasonal variation,,,,,,,dark academia,,,Natural,Seasonal,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
41469f10-dd36-4ddf-b4da-ec614b9c0756,1311,Softie,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Softie aesthetic.",1950s,music,"vibrant,nostalgic","album covers,concert visuals,music videos,band imagery,sound equipment","turquoise,mint green,yellow,pink","wistful,sentimental,energetic,nostalgic,vibrant",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
4155e44a-f873-4f67-92ed-c15d5bc07f0e,842,Furry,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Furry aesthetic.",pre-1900s,film,"natural,atmospheric,futuristic,cute","cinematography,set designs,costume design,lighting,visual effects,organic forms,plant life,natural textures","earth brown,sunset orange,metallic silver,electric blue,neon purple,white","evocative,progressive,endearing,charming,atmospheric",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
4156604c-7489-4827-b6e2-6a8cb58a92b6,,Dark Vintage,A dark vintage aesthetic style with distinctive visual and cultural characteristics,,,,,,,anime vintage,,,Gothic,Dark/Gothic,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
415f3443-fc66-4fbc-8cfc-7402742a5921,,Gen Z,A gen z aesthetic style with distinctive visual and cultural characteristics,,,,,,,rage hd,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
41724d80-a8ad-4b5c-9b1f-a61cbcdcdc3f,,Self Carecore,A self carecore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
41965894-9d23-4e37-982c-d0c7fdac8aa6,609,Boystyle,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Boystyle aesthetic.",1960s,architecture,"dark,bright,atmospheric,rural","building designs,structural elements,interior spaces,architectural details,shadows,low lighting,dramatic contrasts","charcoal,hot pink,electric blue,dark gray,bright red,black","brooding,evocative,intense,atmospheric,immersive",,,,,,0,0.00,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731,2025-09-12 22:17:43.731
41b7ec23-83f5-4c6e-882a-07209e5cde97,869,Glowwave,"A wave aesthetic movement characterized by glow influences, featuring distinctive visual and musical elements.",1940s,architecture,"nostalgic,minimalist,bright,digital","building designs,structural elements,interior spaces,architectural details,clean lines,simple forms,negative space,geometric shapes","electric blue,hot pink,neon green,bright red","serene,wistful,sentimental,clean,minimalist","Dreamwave,Vaporwave,Retrowave,Synthwave",,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
41f824b9-919c-4359-96e2-0e8f3391b808,,Goth Kitty,A goth kitty aesthetic style with distinctive visual and cultural characteristics,,,,,,,goth punk,,,Gothic,Dark/Gothic,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
424d26bd-4d40-4c1b-8764-b116f5be790d,,Black,A black aesthetic style with distinctive visual and cultural characteristics,,,,,,,black metal,,,Visual,Color-themed,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
4255ba26-af2d-4e4f-9931-8387e15080ba,,Hanging Out In Room,A hanging out in room aesthetic style with distinctive visual and cultural characteristics,,,,,,,changelingcore,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176,2025-09-12 22:17:44.176
426cabf7-1069-4482-aa63-e2e37533633c,1251,Rude Boy,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Rude Boy aesthetic.",2010s,literary,"grungy,digital,minimalist","clean lines,simple forms,negative space,geometric shapes",,"serene,clean,minimalist,grungy,authentic",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
429a4240-9275-4e1e-9d2b-7ec2d84ec0dc,,baltic violence tumblr,A baltic violence tumblr aesthetic style with distinctive visual and cultural characteristics,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
42a9fabf-cc05-4214-aa29-ee349a784674,,Mental Health,A mental health aesthetic style,,,,,,,,,,Contemporary,Modern,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
42e74142-12d8-4e26-985e-483587b1dff6,,Distressedcore,A distressedcore aesthetic style with distinctive visual and cultural characteristics,,,,,,,bastardcore,,,Internet,Core Aesthetic,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
42ed7194-28dc-4af9-aba0-5281f8e53d06,948,Indiecraft,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Indiecraft aesthetic.",pre-1900s,architecture,"retro,rural,digital,pastel","building designs,structural elements,interior spaces,architectural details,soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow",,,,/home/ubuntu/aesthetic_images/indie/indie_1.png;/home/ubuntu/aesthetic_images/indie/indie_2.jpg;/home/ubuntu/aesthetic_images/indie/indie_3.jpg,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
4321df88-88ff-4731-a1d2-88694ae3a05c,,Autumn Cottagecore,A autumn cottagecore aesthetic style - seasonal variation,,,,,,,cottagecore,,,Natural,Seasonal,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
43477510-e861-49af-9667-96176b4fab69,1190,Powwow Step,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Powwow Step aesthetic.",1950s,visual_art,"natural,retro,urban,elegant,rural","organic forms,plant life,natural textures,earth tones,city landscapes,street art,concrete structures,neon signs","mint green,earth brown,sunset orange,asphalt black,concrete gray,pink","sophisticated,refined,elegant",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
4378c4d1-d0a3-4d6d-bb6a-63696134224c,,Onlinecore,A onlinecore aesthetic style,,,,,,,,,,Contemporary,Core Aesthetic,0,0.00,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672,2025-09-12 22:18:58.672
43ca07af-2746-4563-a6a2-e231a63f3d3e,,Glamour,A glamour aesthetic style with distinctive visual and cultural characteristics,,,,,,,gloomcore,,,Contemporary,Modern,0,0.00,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175,2025-09-12 22:17:44.175
43d26b0d-2a82-47f2-8908-12089b2e9920,,Vacationcore,A vacationcore aesthetic style,,,,,,,,,,Contemporary,Travel/Location,0,0.00,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673,2025-09-12 22:18:58.673
43e53bd1-1c52-4716-b0e8-076b9d843322,898,Halloween,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Halloween aesthetic.",2010s,historical,"natural,retro,bright,vibrant,fantasy","organic forms,plant life,natural textures,earth tones","earth brown,sunset orange,hot pink,electric blue,bright red,neon green","energetic,vibrant,lively",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
43f9c6b4-376e-4516-ace9-11fc426a21c0,824,Flat Design,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Flat Design aesthetic.",1900s,visual_art,"minimalist,vibrant,digital,bright","clean lines,simple forms,negative space,geometric shapes","electric blue,hot pink,neon green,bright red","serene,clean,minimalist,energetic,vibrant",,,,,,0,0.00,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732,2025-09-12 22:17:43.732
4426312b-544b-4b0f-8c81-b57a69e39bce,1019,Maillard Style,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Maillard Style aesthetic.",1910s,music,"rural,fantasy,modern,digital","album covers,concert visuals,music videos,band imagery,sound equipment",,,,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
442a0a90-438b-43a8-890e-df58512d34e0,1036,Meme Rap,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Meme Rap aesthetic.",1990s,film,"grungy,bright","cinematography,set designs,costume design,lighting,visual effects","electric blue,hot pink,neon green,bright red","grungy,authentic,raw",,,,,,0,0.00,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97,2025-09-12 22:17:43.97
